id,customer_id,merchant_id,timestamp,amount,currency,payment_method,device_id,ip_address,billing_country,shipping_country,product_id,is_fraud,fraud_pattern
txn_0000033,cust_001634,merchant_001,2024-01-01 11:13:23,411.44,USD,bank_transfer,dev_001086,192.168.228.27,DE,DE,toys,False,legitimate
txn_0000034,cust_004756,merchant_001,2024-01-01 11:13:59,17.94,USD,digital_wallet,dev_001113,192.168.87.46,FR,FR,automotive,False,legitimate
txn_0000035,cust_001634,merchant_001,2024-01-01 11:14:00,40.71,USD,digital_wallet,dev_003066,192.168.38.162,DE,DE,toys,False,legitimate
txn_0000036,cust_001634,merchant_001,2024-01-01 11:20:07,72.63,USD,credit_card,dev_001262,192.168.38.162,DE,DE,books,False,legitimate
txn_0000037,cust_009435,merchant_001,2024-01-01 11:33:15,42.28,USD,debit_card,dev_000667,192.168.239.126,BR,BR,clothing,False,legitimate
txn_0000038,cust_001634,merchant_001,2024-01-01 11:46:11,33.9,USD,debit_card,dev_003066,192.168.228.27,DE,DE,clothing,False,legitimate
txn_0000039,cust_001634,merchant_001,2024-01-01 11:47:15,27.58,USD,credit_card,dev_001086,192.168.38.162,DE,DE,clothing,False,legitimate
txn_0000040,cust_000912,merchant_001,2024-01-01 12:11:50,65.15,USD,buy_now_pay_later,dev_002126,192.168.179.77,CA,CA,home_garden,False,legitimate
txn_0000041,cust_004760,merchant_001,2024-01-01 12:24:07,717.6,USD,credit_card,dev_001926,192.168.133.69,RU,RU,jewelry,False,legitimate
txn_0000042,cust_005593,merchant_001,2024-01-01 12:45:18,29.69,USD,credit_card,dev_003511,192.168.51.113,US,US,clothing,False,legitimate
txn_0000043,cust_006593,merchant_001,2024-01-01 12:50:15,583.54,USD,credit_card,dev_002487,192.168.231.98,US,US,books,False,legitimate
txn_0000044,cust_001634,merchant_001,2024-01-01 12:51:27,103.2,USD,debit_card,dev_001086,192.168.228.27,DE,DE,electronics,False,legitimate
txn_0000045,cust_001634,merchant_001,2024-01-01 13:04:24,48.75,USD,debit_card,dev_001262,192.168.38.162,DE,DE,jewelry,False,legitimate
txn_0000046,cust_000857,merchant_001,2024-01-01 13:12:49,1024.27,USD,bank_transfer,dev_001360,192.168.22.27,UK,UK,automotive,False,legitimate
txn_0000047,cust_002032,merchant_001,2024-01-01 13:16:03,228.35,USD,bank_transfer,dev_003776,192.168.219.122,FR,FR,food,False,legitimate
txn_0000048,cust_001634,merchant_001,2024-01-01 13:26:27,48.93,USD,debit_card,dev_001262,192.168.38.162,DE,DE,toys,False,legitimate
txn_0000049,cust_001416,merchant_001,2024-01-01 13:41:15,29.16,USD,digital_wallet,dev_001975,192.168.155.16,US,US,food,False,legitimate
txn_0000050,cust_001634,merchant_001,2024-01-01 13:41:45,289.78,USD,bank_transfer,dev_003066,192.168.38.162,DE,DE,clothing,False,legitimate
txn_0000051,cust_001634,merchant_001,2024-01-01 13:55:49,133.92,USD,bank_transfer,dev_001086,192.168.228.27,DE,DE,beauty,False,legitimate
txn_0000052,cust_004769,merchant_001,2024-01-01 14:08:08,5135.98,USD,bank_transfer,dev_002497,10.109.172.127,US,UK,jewelry,True,high_value_anomaly
txn_0000053,cust_009460,merchant_001,2024-01-01 14:09:16,28.49,USD,debit_card,dev_000348,192.168.19.147,DE,DE,home_garden,False,legitimate
txn_0000054,cust_009460,merchant_001,2024-01-01 14:44:29,362.29,USD,bank_transfer,dev_000225,192.168.19.147,DE,DE,food,False,legitimate
txn_0000055,cust_002032,merchant_001,2024-01-01 14:48:45,50.55,USD,credit_card,dev_003776,192.168.219.122,FR,FR,toys,False,legitimate
txn_0000056,cust_001634,merchant_001,2024-01-01 14:50:09,211.46,USD,buy_now_pay_later,dev_001086,192.168.38.162,DE,DE,beauty,False,legitimate
txn_0000057,cust_008168,merchant_001,2024-01-01 14:53:37,70.49,USD,debit_card,dev_003977,192.168.205.164,ZA,ZA,clothing,False,legitimate
txn_0000058,cust_008888,merchant_001,2024-01-01 14:54:25,26.57,USD,debit_card,dev_004970,192.168.224.85,FR,FR,jewelry,False,legitimate
txn_0000059,cust_002131,merchant_001,2024-01-01 14:55:27,52.17,USD,debit_card,dev_002932,192.168.4.232,US,US,electronics,False,legitimate
txn_0000060,cust_002032,merchant_001,2024-01-01 15:14:18,102.01,USD,digital_wallet,dev_003776,192.168.219.122,FR,FR,home_garden,False,legitimate
txn_0000061,cust_009835,merchant_001,2024-01-01 15:18:52,266.91,USD,bank_transfer,dev_004476,192.168.237.30,BR,BR,sports,False,legitimate
txn_0000062,cust_001634,merchant_001,2024-01-01 15:39:44,25.95,USD,debit_card,dev_003066,192.168.228.27,DE,DE,beauty,False,legitimate
txn_0000063,cust_005306,merchant_001,2024-01-01 15:42:26,43.2,USD,debit_card,dev_000617,192.168.224.129,CA,CA,automotive,False,legitimate
txn_0000064,cust_001634,merchant_001,2024-01-01 15:42:46,61.78,USD,digital_wallet,dev_001086,192.168.228.27,DE,DE,electronics,False,legitimate
txn_0000065,cust_006914,merchant_001,2024-01-01 15:53:22,13010.09,USD,credit_card,dev_fraud_200863,10.130.70.125,NG,US,electronics,True,stolen_payment
txn_0000066,cust_003724,merchant_001,2024-01-01 16:02:38,80.48,USD,credit_card,dev_002283,192.168.8.254,US,US,home_garden,False,legitimate
txn_0000067,cust_001634,merchant_001,2024-01-01 16:09:57,100.32,USD,credit_card,dev_001086,192.168.228.27,DE,DE,jewelry,False,legitimate
txn_0000068,cust_001634,merchant_001,2024-01-01 16:20:12,104.51,USD,credit_card,dev_001262,192.168.38.162,DE,DE,home_garden,False,legitimate
txn_0000069,cust_001634,merchant_001,2024-01-01 16:34:56,38.16,USD,credit_card,dev_003066,192.168.228.27,DE,DE,beauty,False,legitimate
txn_0000070,cust_005532,merchant_001,2024-01-01 16:48:18,86.18,USD,debit_card,dev_004703,192.168.188.157,US,US,sports,False,legitimate
txn_0000071,cust_000936,merchant_001,2024-01-01 16:51:14,1039.52,USD,bank_transfer,dev_000309,192.168.238.132,AU,AU,home_garden,False,legitimate
txn_0000072,cust_009666,merchant_001,2024-01-01 16:54:51,11198.93,USD,credit_card,dev_fraud_889550,10.252.109.185,NG,UK,electronics,True,stolen_payment
txn_0000073,cust_001634,merchant_001,2024-01-01 17:08:54,38.4,USD,debit_card,dev_001086,192.168.38.162,DE,DE,books,False,legitimate
txn_0000074,cust_001634,merchant_001,2024-01-01 17:09:25,59.1,USD,credit_card,dev_001262,192.168.38.162,DE,DE,electronics,False,legitimate
txn_0000075,cust_001634,merchant_001,2024-01-01 17:12:07,142.11,USD,bank_transfer,dev_001086,192.168.228.27,DE,DE,home_garden,False,legitimate
txn_0000076,cust_002118,merchant_001,2024-01-01 17:12:37,69.79,USD,credit_card,dev_003076,192.168.74.228,US,US,sports,False,legitimate
txn_0000077,cust_003002,merchant_001,2024-01-01 17:19:53,291.55,USD,buy_now_pay_later,dev_000357,192.168.107.213,US,US,clothing,False,legitimate
txn_0000078,cust_008553,merchant_001,2024-01-01 17:23:56,77.45,USD,digital_wallet,dev_001591,192.168.213.185,UK,UK,books,False,legitimate
txn_0000079,cust_009835,merchant_001,2024-01-01 17:29:11,108.16,USD,credit_card,dev_004476,192.168.237.30,BR,BR,sports,False,legitimate
txn_0000080,cust_002032,merchant_001,2024-01-01 17:41:01,33.89,USD,digital_wallet,dev_003776,192.168.219.122,FR,DE,automotive,False,legitimate
txn_0000081,cust_001634,merchant_001,2024-01-01 17:41:30,33.37,USD,credit_card,dev_001086,192.168.228.27,DE,DE,home_garden,False,legitimate
txn_0000082,cust_006659,merchant_001,2024-01-01 17:50:37,10.75,USD,digital_wallet,dev_000160,192.168.193.209,CA,CA,automotive,False,legitimate
txn_0000083,cust_003564,merchant_001,2024-01-01 17:59:39,56.57,USD,credit_card,dev_000379,192.168.154.240,US,US,automotive,False,legitimate
txn_0000084,cust_001634,merchant_001,2024-01-01 18:02:01,120.87,USD,debit_card,dev_001262,192.168.38.162,DE,DE,home_garden,False,legitimate
txn_0000085,cust_001634,merchant_001,2024-01-01 18:05:20,25.26,USD,digital_wallet,dev_001262,192.168.228.27,DE,DE,automotive,False,legitimate
txn_0000086,cust_002032,merchant_001,2024-01-01 18:18:07,103.87,USD,credit_card,dev_003776,192.168.219.122,FR,FR,home_garden,False,legitimate
txn_0000087,cust_008612,merchant_001,2024-01-01 18:18:56,546.66,USD,digital_wallet,dev_001274,192.168.194.181,CA,CA,automotive,False,legitimate
txn_0000088,cust_005510,merchant_001,2024-01-01 18:19:14,46.32,USD,credit_card,dev_004723,192.168.33.180,CA,CA,food,False,legitimate
txn_0000089,cust_004666,merchant_001,2024-01-01 18:29:53,60.18,USD,debit_card,dev_002668,192.168.249.153,IN,IN,beauty,False,legitimate
txn_0000090,cust_002032,merchant_001,2024-01-01 18:29:58,78.27,USD,buy_now_pay_later,dev_003776,192.168.219.122,FR,FR,toys,False,legitimate
txn_0000091,cust_001634,merchant_001,2024-01-01 18:30:58,37.81,USD,credit_card,dev_001086,192.168.38.162,DE,DE,automotive,False,legitimate
txn_0000092,cust_000350,merchant_001,2024-01-01 18:31:39,76.17,USD,credit_card,dev_003436,192.168.122.150,CN,CN,jewelry,False,legitimate
txn_0000093,cust_000857,merchant_001,2024-01-01 18:35:04,59.27,USD,debit_card,dev_001360,192.168.22.27,UK,UK,home_garden,False,legitimate
txn_0000094,cust_009460,merchant_001,2024-01-01 18:43:20,41.79,USD,credit_card,dev_000348,192.168.253.177,DE,DE,beauty,False,legitimate
txn_0000095,cust_001634,merchant_001,2024-01-01 18:43:43,64.43,USD,buy_now_pay_later,dev_001086,192.168.38.162,DE,DE,jewelry,False,legitimate
txn_0000096,cust_001634,merchant_001,2024-01-01 19:00:27,140.21,USD,credit_card,dev_001086,192.168.38.162,DE,DE,toys,False,legitimate
txn_0000097,cust_002032,merchant_001,2024-01-01 19:08:40,99.96,USD,credit_card,dev_003776,192.168.219.122,FR,FR,home_garden,False,legitimate
txn_0000098,cust_001273,merchant_001,2024-01-01 19:14:21,657.09,USD,credit_card,dev_004215,192.168.222.111,IN,IN,clothing,False,legitimate
txn_0000099,cust_005907,merchant_001,2024-01-01 19:21:29,25.73,USD,digital_wallet,dev_001626,192.168.157.169,CA,CA,jewelry,False,legitimate
txn_0000100,cust_001634,merchant_001,2024-01-01 19:21:51,55.36,USD,credit_card,dev_001262,192.168.38.162,DE,DE,automotive,False,legitimate
txn_0000101,cust_001634,merchant_001,2024-01-01 19:21:57,139.53,USD,credit_card,dev_003066,192.168.228.27,DE,DE,books,False,legitimate
txn_0000102,cust_005762,merchant_001,2024-01-01 19:25:30,72.37,USD,buy_now_pay_later,dev_002950,192.168.244.142,US,US,sports,False,legitimate
txn_0000103,cust_001634,merchant_001,2024-01-01 19:43:39,66.95,USD,debit_card,dev_003066,192.168.38.162,DE,DE,food,False,legitimate
txn_0000104,cust_001634,merchant_001,2024-01-01 19:47:02,477.71,USD,bank_transfer,dev_003066,192.168.228.27,DE,DE,clothing,False,legitimate
txn_0000105,cust_001634,merchant_001,2024-01-01 19:50:49,55.38,USD,credit_card,dev_003066,192.168.38.162,DE,DE,electronics,False,legitimate
txn_0000106,cust_005303,merchant_001,2024-01-01 19:51:40,33.15,USD,digital_wallet,dev_003883,192.168.135.126,IN,IN,food,False,legitimate
txn_0000107,cust_001634,merchant_001,2024-01-01 19:54:29,62.12,USD,debit_card,dev_001086,192.168.38.162,DE,DE,automotive,False,legitimate
txn_0000108,cust_001634,merchant_001,2024-01-01 20:00:22,81.01,USD,credit_card,dev_001262,192.168.38.162,DE,DE,jewelry,False,legitimate
txn_0000109,cust_001634,merchant_001,2024-01-01 20:15:31,128.26,USD,credit_card,dev_001262,192.168.228.27,DE,DE,food,False,legitimate
txn_0000110,cust_008993,merchant_001,2024-01-01 20:17:12,82.78,USD,credit_card,dev_001818,192.168.4.109,AU,AU,beauty,False,legitimate
txn_0000111,cust_009835,merchant_001,2024-01-01 20:21:31,41.7,USD,debit_card,dev_000970,192.168.237.30,BR,BR,automotive,False,legitimate
txn_0000112,cust_002032,merchant_001,2024-01-01 20:22:40,70.22,USD,credit_card,dev_003776,192.168.219.122,FR,FR,sports,False,legitimate
txn_0000113,cust_005258,merchant_001,2024-01-01 20:23:40,48.96,USD,credit_card,dev_001194,192.168.109.209,US,DE,food,False,legitimate
txn_0000114,cust_001634,merchant_001,2024-01-01 20:31:46,75.48,USD,credit_card,dev_001086,192.168.228.27,DE,DE,toys,False,legitimate
txn_0000115,cust_002674,merchant_001,2024-01-01 20:36:29,207.04,USD,digital_wallet,dev_003010,192.168.83.73,US,US,automotive,False,legitimate
txn_0000116,cust_001634,merchant_001,2024-01-01 20:40:21,20.03,USD,digital_wallet,dev_001262,192.168.228.27,DE,DE,automotive,False,legitimate
txn_0000117,cust_002032,merchant_001,2024-01-01 20:48:02,9.44,USD,digital_wallet,dev_003776,192.168.219.122,FR,FR,books,False,legitimate
txn_0000118,cust_001634,merchant_001,2024-01-01 20:50:35,30.38,USD,credit_card,dev_003066,192.168.228.27,DE,DE,books,False,legitimate
txn_0000119,cust_009835,merchant_001,2024-01-01 20:51:12,159.83,USD,credit_card,dev_004476,192.168.237.30,BR,BR,beauty,False,legitimate
txn_0000120,cust_001634,merchant_001,2024-01-01 20:52:41,45.0,USD,debit_card,dev_001086,192.168.228.27,DE,DE,clothing,False,legitimate
txn_0000121,cust_001634,merchant_001,2024-01-01 20:53:24,81.86,USD,credit_card,dev_003066,192.168.228.27,DE,DE,home_garden,False,legitimate
txn_0000122,cust_000322,merchant_001,2024-01-01 21:02:42,269.01,USD,credit_card,dev_000468,192.168.121.40,IN,IN,sports,False,legitimate
txn_0000123,cust_001634,merchant_001,2024-01-01 21:06:06,70.63,USD,credit_card,dev_001086,192.168.38.162,DE,DE,food,False,legitimate
txn_0000124,cust_008869,merchant_001,2024-01-01 21:08:00,134.24,USD,debit_card,dev_001613,192.168.61.153,US,US,sports,False,legitimate
txn_0000125,cust_000936,merchant_001,2024-01-01 21:12:46,37.49,USD,debit_card,dev_001795,192.168.238.132,AU,AU,toys,False,legitimate
txn_0000126,cust_003043,merchant_001,2024-01-01 21:18:40,123.24,USD,digital_wallet,dev_000117,192.168.220.153,DE,DE,beauty,False,legitimate
txn_0000127,cust_000857,merchant_001,2024-01-01 21:18:42,24.3,USD,digital_wallet,dev_001702,192.168.22.27,UK,UK,books,False,legitimate
txn_0000128,cust_001634,merchant_001,2024-01-01 21:30:42,23.57,USD,credit_card,dev_003066,192.168.38.162,DE,DE,jewelry,False,legitimate
txn_0000129,cust_008162,merchant_001,2024-01-01 21:36:37,31.94,USD,digital_wallet,dev_003122,192.168.129.94,US,US,electronics,False,legitimate
txn_0000130,cust_001634,merchant_001,2024-01-01 21:40:46,30.55,USD,digital_wallet,dev_003066,192.168.228.27,DE,DE,beauty,False,legitimate
txn_0000131,cust_003658,merchant_001,2024-01-01 21:41:18,85.28,USD,credit_card,dev_000789,192.168.181.195,CA,CA,automotive,False,legitimate
txn_0000132,cust_007434,merchant_001,2024-01-01 21:51:57,46.31,USD,credit_card,dev_000061,192.168.147.165,RU,RU,jewelry,False,legitimate
txn_0000133,cust_001634,merchant_001,2024-01-01 21:53:49,159.1,USD,buy_now_pay_later,dev_003066,192.168.228.27,DE,DE,clothing,False,legitimate
txn_0000134,cust_002650,merchant_001,2024-01-01 21:53:54,108.7,USD,debit_card,dev_001378,192.168.71.34,FR,FR,electronics,False,legitimate
txn_0000135,cust_003734,merchant_001,2024-01-01 21:59:16,86.62,USD,digital_wallet,dev_002615,192.168.19.209,IN,IN,toys,False,legitimate
txn_0000136,cust_003467,merchant_001,2024-01-01 22:18:28,59.63,USD,digital_wallet,dev_002504,192.168.226.61,DE,DE,beauty,False,legitimate
txn_0000137,cust_006499,merchant_001,2024-01-01 22:18:53,751.33,USD,credit_card,dev_002949,192.168.130.131,US,US,sports,False,legitimate
txn_0000138,cust_000200,merchant_001,2024-01-01 22:21:29,121.64,USD,credit_card,dev_002747,192.168.251.190,AU,AU,electronics,False,legitimate
txn_0000139,cust_001634,merchant_001,2024-01-01 22:29:32,51.81,USD,debit_card,dev_003066,192.168.228.27,DE,DE,books,False,legitimate
txn_0000140,cust_004116,merchant_001,2024-01-01 22:30:22,46.99,USD,credit_card,dev_000488,192.168.102.151,US,US,books,False,legitimate
txn_0000141,cust_001634,merchant_001,2024-01-01 22:40:41,86.82,USD,credit_card,dev_001086,192.168.228.27,DE,DE,electronics,False,legitimate
txn_0000142,cust_001634,merchant_001,2024-01-01 22:50:56,42.81,USD,credit_card,dev_001262,192.168.38.162,DE,DE,jewelry,False,legitimate
txn_0000143,cust_002615,merchant_001,2024-01-01 23:14:00,26.6,USD,debit_card,dev_001570,192.168.159.199,CA,CA,home_garden,False,legitimate
txn_0000144,cust_002899,merchant_001,2024-01-02 00:40:14,1.89,USD,credit_card,dev_fraud_709801,10.130.74.78,NG,US,electronics,True,payment_testing
txn_0000145,cust_002899,merchant_001,2024-01-02 00:41:18,1.57,USD,credit_card,dev_fraud_709801,10.130.74.78,UK,US,electronics,True,payment_testing
txn_0000146,cust_002899,merchant_001,2024-01-02 00:41:43,3.26,USD,credit_card,dev_fraud_709801,10.130.74.78,US,US,electronics,True,payment_testing
txn_0000147,cust_002899,merchant_001,2024-01-02 00:42:11,3.16,USD,credit_card,dev_fraud_709801,10.130.74.78,UK,US,electronics,True,payment_testing
txn_0000148,cust_002899,merchant_001,2024-01-02 00:43:36,3.09,USD,credit_card,dev_fraud_709801,10.130.74.78,US,US,electronics,True,payment_testing
txn_0000149,cust_002899,merchant_001,2024-01-02 00:43:40,1.34,USD,credit_card,dev_fraud_709801,10.130.74.78,RU,US,electronics,True,payment_testing
txn_0000150,cust_002899,merchant_001,2024-01-02 00:48:49,4.24,USD,credit_card,dev_fraud_709801,10.130.74.78,US,US,electronics,True,payment_testing
txn_0000151,cust_002536,merchant_001,2024-01-02 00:52:04,16613.52,USD,bank_transfer,dev_004733,10.139.177.10,US,DE,jewelry,True,high_value_anomaly
txn_0000152,cust_001732,merchant_001,2024-01-02 02:12:20,1668.98,USD,credit_card,dev_fraud_884790,10.93.168.110,US,US,jewelry,True,account_abuse
txn_0000153,cust_007037,merchant_001,2024-01-02 06:03:27,2912.68,USD,debit_card,dev_fraud_637873,10.206.145.188,US,UK,jewelry,True,account_abuse
txn_0000154,cust_000333,merchant_001,2024-01-02 06:56:56,67.06,USD,credit_card,dev_001626,192.168.202.78,KR,KR,clothing,False,legitimate
txn_0000155,cust_001634,merchant_001,2024-01-02 07:05:13,25.85,USD,debit_card,dev_001086,192.168.228.27,DE,DE,toys,False,legitimate
txn_0000156,cust_005567,merchant_001,2024-01-02 07:15:24,22.73,USD,digital_wallet,dev_000472,192.168.14.96,CA,CA,electronics,False,legitimate
txn_0000157,cust_001634,merchant_001,2024-01-02 07:21:08,69.97,USD,debit_card,dev_001086,192.168.228.27,DE,DE,books,False,legitimate
txn_0000158,cust_009460,merchant_001,2024-01-02 07:22:07,82.52,USD,debit_card,dev_000348,192.168.19.147,DE,DE,electronics,False,legitimate
txn_0000159,cust_000239,merchant_001,2024-01-02 07:31:11,207.3,USD,credit_card,dev_004483,192.168.118.231,US,US,jewelry,False,legitimate
txn_0000160,cust_005558,merchant_001,2024-01-02 07:32:40,85.03,USD,credit_card,dev_000253,192.168.21.134,UK,UK,beauty,False,legitimate
txn_0000161,cust_000326,merchant_001,2024-01-02 07:57:02,21.7,USD,digital_wallet,dev_002177,192.168.244.135,BR,BR,clothing,False,legitimate
txn_0000162,cust_001634,merchant_001,2024-01-02 08:03:39,60.27,USD,credit_card,dev_003066,192.168.228.27,DE,DE,toys,False,legitimate
txn_0000163,cust_002732,merchant_001,2024-01-02 08:05:06,83.23,USD,buy_now_pay_later,dev_000708,192.168.91.92,CA,CA,electronics,False,legitimate
txn_0000164,cust_001634,merchant_001,2024-01-02 08:30:19,61.85,USD,debit_card,dev_001086,192.168.38.162,DE,DE,home_garden,False,legitimate
txn_0000165,cust_005752,merchant_001,2024-01-02 08:31:23,110.11,USD,credit_card,dev_001027,192.168.119.120,US,US,home_garden,False,legitimate
txn_0000166,cust_009460,merchant_001,2024-01-02 08:38:18,95.34,USD,credit_card,dev_000348,192.168.253.177,DE,FR,electronics,False,legitimate
txn_0000167,cust_002032,merchant_001,2024-01-02 08:45:43,99.83,USD,buy_now_pay_later,dev_003776,192.168.219.122,FR,FR,food,False,legitimate
txn_0000168,cust_004197,merchant_001,2024-01-02 09:05:34,133.89,USD,digital_wallet,dev_002232,192.168.173.181,DE,DE,clothing,False,legitimate
txn_0000169,cust_001634,merchant_001,2024-01-02 09:08:00,92.41,USD,credit_card,dev_001262,192.168.228.27,DE,DE,toys,False,legitimate
txn_0000170,cust_001634,merchant_001,2024-01-02 09:21:22,49.59,USD,debit_card,dev_001262,192.168.228.27,DE,DE,clothing,False,legitimate
txn_0000171,cust_001634,merchant_001,2024-01-02 09:21:51,70.05,USD,credit_card,dev_001262,192.168.38.162,DE,DE,beauty,False,legitimate
txn_0000172,cust_001634,merchant_001,2024-01-02 09:24:37,19.69,USD,digital_wallet,dev_003066,192.168.38.162,DE,DE,clothing,False,legitimate
txn_0000173,cust_001634,merchant_001,2024-01-02 09:24:49,51.34,USD,credit_card,dev_003066,192.168.38.162,DE,DE,sports,False,legitimate
txn_0000174,cust_002032,merchant_001,2024-01-02 09:25:46,37.12,USD,debit_card,dev_003776,192.168.219.122,FR,FR,automotive,False,legitimate
txn_0000175,cust_001634,merchant_001,2024-01-02 09:31:59,19.53,USD,digital_wallet,dev_003066,192.168.228.27,DE,DE,home_garden,False,legitimate
txn_0000176,cust_001634,merchant_001,2024-01-02 09:34:33,16.83,USD,digital_wallet,dev_001086,192.168.38.162,DE,DE,clothing,False,legitimate
txn_0000177,cust_009460,merchant_001,2024-01-02 09:43:09,64.88,USD,debit_card,dev_003421,192.168.253.177,DE,DE,clothing,False,legitimate
txn_0000178,cust_003516,merchant_001,2024-01-02 09:45:01,80.22,USD,debit_card,dev_004510,192.168.251.145,IN,IN,electronics,False,legitimate
txn_0000179,cust_001634,merchant_001,2024-01-02 09:49:31,90.44,USD,debit_card,dev_003066,192.168.228.27,DE,DE,jewelry,False,legitimate
txn_0000180,cust_001634,merchant_001,2024-01-02 09:50:55,59.28,USD,credit_card,dev_001086,192.168.228.27,DE,DE,home_garden,False,legitimate
txn_0000181,cust_001410,merchant_001,2024-01-02 09:56:01,85.79,USD,debit_card,dev_004217,192.168.150.130,JP,JP,home_garden,False,legitimate
txn_0000182,cust_005593,merchant_001,2024-01-02 10:21:54,75.46,USD,credit_card,dev_003346,192.168.51.113,US,US,food,False,legitimate
