id,transaction_id,customer_id,timestamp,reason,status
cb_000083,txn_0003898,cust_002751,2024-02-21 14:42:28,product_not_received,OPEN
cb_000084,txn_0003955,cust_001921,2024-03-14 22:11:15,product_not_received,OPEN
cb_000085,txn_0004030,cust_001952,2024-02-17 13:02:16,product_not_received,OPEN
cb_000086,txn_0004035,cust_001952,2024-03-23 13:06:49,unauthorized_transaction,OPEN
cb_000087,txn_0004037,cust_001952,2024-02-17 13:07:47,unauthorized_transaction,OPEN
cb_000088,txn_0004045,cust_001602,2024-04-08 13:30:09,unauthorized_transaction,OPEN
cb_000089,txn_0004103,cust_008515,2024-02-21 19:48:47,product_not_received,OPEN
cb_000090,txn_0004134,cust_001634,2024-03-17 08:00:26,subscription_cancelled,PENDING
cb_000091,txn_0004142,cust_005956,2024-04-20 09:32:18,product_not_received,OPEN
cb_000092,txn_0004234,cust_004381,2024-04-04 18:51:52,duplicate_charge,WON
cb_000093,txn_0004276,cust_009169,2024-03-01 01:21:56,product_not_received,OPEN
cb_000094,txn_0004277,cust_009169,2024-03-30 01:24:36,unauthorized_transaction,LOST
cb_000095,txn_0004279,cust_009169,2024-02-21 01:26:14,product_not_received,OPEN
cb_000096,txn_0004281,cust_009169,2024-04-25 01:26:48,unauthorized_transaction,LOST
cb_000097,txn_0004283,cust_000601,2024-04-03 02:10:30,product_not_received,PENDING
cb_000098,txn_0004356,cust_007203,2024-03-20 15:57:17,subscription_cancelled,WON
cb_000099,txn_0004431,cust_005160,2024-03-13 00:34:30,unauthorized_transaction,LOST
cb_000100,txn_0004432,cust_002817,2024-03-26 01:20:53,unauthorized_transaction,LOST
cb_000101,txn_0004439,cust_001409,2024-02-16 06:42:49,duplicate_charge,OPEN
cb_000102,txn_0004443,cust_004140,2024-04-12 07:25:03,unauthorized_transaction,LOST
cb_000103,txn_0004463,cust_001138,2024-04-07 10:54:04,unauthorized_transaction,LOST
cb_000104,txn_0004564,cust_002118,2024-02-16 19:59:57,duplicate_charge,OPEN
cb_000105,txn_0004710,cust_004439,2024-04-06 22:33:00,unauthorized_transaction,OPEN
cb_000106,txn_0004784,cust_002744,2024-04-29 15:02:25,unauthorized_transaction,LOST
cb_000107,txn_0004941,cust_002032,2024-03-20 17:16:09,product_not_as_described,WON
cb_000108,txn_0004961,cust_005703,2024-02-19 20:02:23,duplicate_charge,WON
cb_000109,txn_0004964,cust_009460,2024-03-07 20:05:22,subscription_cancelled,OPEN
cb_000110,txn_0004966,cust_008373,2024-04-13 20:13:27,product_not_received,PENDING
cb_000111,txn_0005005,cust_001634,2024-03-17 08:13:58,product_not_received,WON
cb_000112,txn_0005035,cust_004875,2024-05-04 11:04:52,product_not_received,LOST
cb_000113,txn_0005123,cust_001840,2024-03-27 01:10:57,product_not_received,LOST
cb_000114,txn_0005253,cust_002032,2024-03-21 20:08:51,product_not_as_described,WON
cb_000115,txn_0005272,cust_009870,2024-03-27 01:33:30,product_not_received,PENDING
cb_000116,txn_0005273,cust_000606,2024-02-23 02:38:42,unauthorized_transaction,LOST
cb_000117,txn_0005305,cust_004349,2024-02-28 11:15:46,merchandise_defective,WON
cb_000118,txn_0005588,cust_005040,2024-03-31 10:45:23,unauthorized_transaction,LOST
cb_000119,txn_0005633,cust_005735,2024-04-06 14:00:50,unauthorized_transaction,OPEN
cb_000120,txn_0005640,cust_002393,2024-03-10 14:35:50,unauthorized_transaction,LOST
cb_000121,txn_0005708,cust_001401,2024-03-13 04:33:51,unauthorized_transaction,LOST
cb_000122,txn_0005719,cust_005722,2024-05-07 08:24:35,product_not_received,OPEN
cb_000123,txn_0005731,cust_006342,2024-04-27 09:47:42,unauthorized_transaction,LOST
cb_000124,txn_0005766,cust_001570,2024-04-18 12:47:42,unauthorized_transaction,OPEN
cb_000125,txn_0005803,cust_008005,2024-03-15 16:47:25,unauthorized_transaction,OPEN
cb_000126,txn_0005867,cust_006342,2024-03-13 00:47:42,unauthorized_transaction,LOST
cb_000127,txn_0005869,cust_008880,2024-05-10 04:47:42,unauthorized_transaction,LOST
cb_000128,txn_0005896,cust_003611,2024-05-06 10:19:23,unauthorized_transaction,LOST
cb_000129,txn_0005900,cust_000463,2024-03-18 10:47:42,product_not_received,LOST
cb_000130,txn_0005924,cust_006342,2024-03-02 12:47:42,product_not_received,LOST
cb_000131,txn_0005925,cust_001570,2024-04-18 12:47:42,product_not_received,LOST
cb_000132,txn_0005993,cust_000561,2024-05-07 19:47:42,unauthorized_transaction,OPEN
cb_000133,txn_0006032,cust_007630,2024-03-30 05:31:37,product_not_received,OPEN
cb_000134,txn_0006116,cust_009671,2024-03-11 18:19:22,product_not_received,OPEN
cb_000135,txn_0006132,cust_001634,2024-03-03 19:07:22,duplicate_charge,OPEN
cb_000136,txn_0006179,cust_006518,2024-05-07 10:03:16,unauthorized_transaction,OPEN
cb_000137,txn_0006201,cust_001408,2024-05-05 11:45:34,product_not_received,LOST
cb_000138,txn_0006309,cust_006824,2024-04-10 00:35:30,unauthorized_transaction,PENDING
cb_000139,txn_0006323,cust_007383,2024-05-13 08:13:33,unauthorized_transaction,OPEN
cb_000140,txn_0006329,cust_002041,2024-04-05 08:40:23,product_not_received,OPEN
cb_000141,txn_0006340,cust_003002,2024-02-29 09:54:40,product_not_as_described,OPEN
cb_000142,txn_0006476,cust_008877,2024-03-20 06:46:39,product_not_received,PENDING
cb_000143,txn_0006722,cust_009343,2024-04-13 16:49:34,duplicate_charge,OPEN
cb_000144,txn_0006742,cust_007391,2024-04-15 18:56:37,product_not_received,WON
cb_000145,txn_0006781,cust_003570,2024-04-17 04:31:17,unauthorized_transaction,LOST
cb_000146,txn_0006933,cust_005311,2024-04-27 00:47:16,unauthorized_transaction,LOST
cb_000147,txn_0006934,cust_001150,2024-05-01 03:03:06,product_not_received,LOST
cb_000148,txn_0006935,cust_001150,2024-04-30 04:03:06,unauthorized_transaction,LOST
cb_000149,txn_0006991,cust_002583,2024-03-17 12:49:49,unauthorized_transaction,OPEN
cb_000150,txn_0007014,cust_007472,2024-04-16 13:59:56,unauthorized_transaction,PENDING
cb_000151,txn_0007044,cust_008350,2024-04-27 19:03:06,unauthorized_transaction,OPEN
cb_000152,txn_0007075,cust_004347,2024-04-13 22:15:12,unauthorized_transaction,LOST
cb_000153,txn_0007081,cust_002060,2024-04-09 05:03:06,unauthorized_transaction,OPEN
cb_000154,txn_0007084,cust_004614,2024-03-21 07:03:06,product_not_received,PENDING
cb_000155,txn_0007086,cust_007070,2024-04-22 07:03:06,unauthorized_transaction,PENDING
cb_000156,txn_0007135,cust_002113,2024-04-18 12:33:13,unauthorized_transaction,LOST
cb_000157,txn_0007137,cust_002113,2024-03-24 12:34:06,unauthorized_transaction,LOST
cb_000158,txn_0007149,cust_008168,2024-04-24 13:47:44,product_not_received,OPEN
cb_000159,txn_0007152,cust_008774,2024-05-18 14:03:06,product_not_received,LOST
cb_000160,txn_0007166,cust_004614,2024-05-07 16:03:06,unauthorized_transaction,OPEN
cb_000161,txn_0007174,cust_003866,2024-04-27 16:49:39,product_not_received,LOST
cb_000162,txn_0007229,cust_008866,2024-04-22 00:33:48,product_not_received,PENDING
cb_000163,txn_0007230,cust_004607,2024-04-15 02:01:49,unauthorized_transaction,PENDING
cb_000164,txn_0007280,cust_003157,2024-05-03 12:34:23,product_not_received,LOST
cb_000165,txn_0007305,cust_001634,2024-04-27 14:55:58,duplicate_charge,PENDING
cb_000166,txn_0007339,cust_000844,2024-05-04 18:44:02,product_not_received,LOST
cb_000167,txn_0007372,cust_005291,2024-04-25 00:17:13,unauthorized_transaction,LOST
cb_000168,txn_0007377,cust_004473,2024-03-22 06:48:31,unauthorized_transaction,OPEN
cb_000169,txn_0007397,cust_009355,2024-04-17 10:05:34,product_not_received,LOST
cb_000170,txn_0007398,cust_009355,2024-03-08 10:07:13,unauthorized_transaction,LOST
cb_000171,txn_0007423,cust_001634,2024-05-08 12:03:25,credit_not_processed,WON
cb_000172,txn_0007426,cust_005914,2024-03-24 12:25:04,unauthorized_transaction,OPEN
cb_000173,txn_0007430,cust_005914,2024-04-07 12:31:02,product_not_received,OPEN
cb_000174,txn_0007499,cust_009606,2024-04-09 20:42:08,unauthorized_transaction,LOST
cb_000175,txn_0007512,cust_003386,2024-05-13 23:20:42,unauthorized_transaction,LOST
cb_000176,txn_0007518,cust_003104,2024-05-21 02:20:42,unauthorized_transaction,OPEN
cb_000177,txn_0007519,cust_003104,2024-04-11 02:20:42,product_not_received,OPEN
cb_000178,txn_0007528,cust_000096,2024-04-25 07:14:35,unauthorized_transaction,OPEN
cb_000179,txn_0007547,cust_007141,2024-04-04 10:32:28,product_not_received,PENDING
cb_000180,txn_0007568,cust_001634,2024-03-23 12:17:34,subscription_cancelled,WON
cb_000181,txn_0007570,cust_009483,2024-05-06 12:20:42,unauthorized_transaction,LOST
cb_000182,txn_0007581,cust_000345,2024-05-02 12:55:11,product_not_received,LOST
cb_000183,txn_0007637,cust_008115,2024-05-06 18:20:42,product_not_received,LOST
cb_000184,txn_0007646,cust_002116,2024-04-20 19:16:27,product_not_received,LOST
cb_000185,txn_0007664,cust_001054,2024-04-29 20:39:56,merchandise_defective,WON
cb_000186,txn_0007720,cust_009810,2024-05-13 11:45:59,product_not_received,OPEN
cb_000187,txn_0007795,cust_000756,2024-05-10 21:45:59,product_not_received,LOST
cb_000188,txn_0007798,cust_009252,2024-05-20 22:45:59,product_not_received,LOST
cb_000189,txn_0007801,cust_008554,2024-05-10 23:02:01,unauthorized_transaction,LOST
cb_000190,txn_0007812,cust_005362,2024-04-25 05:45:59,product_not_received,PENDING
cb_000191,txn_0007900,cust_000756,2024-03-17 16:45:59,product_not_received,OPEN
cb_000192,txn_0007901,cust_009810,2024-03-20 16:45:59,unauthorized_transaction,PENDING
cb_000193,txn_0007912,cust_007359,2024-03-17 17:33:42,product_not_as_described,LOST
cb_000194,txn_0008102,cust_001088,2024-04-21 03:33:49,product_not_received,LOST
cb_000195,txn_0008142,cust_008701,2024-05-23 12:01:19,product_not_received,LOST
cb_000196,txn_0008168,cust_004513,2024-04-13 14:04:45,unauthorized_transaction,PENDING
cb_000197,txn_0008189,cust_001634,2024-04-20 17:04:30,credit_not_processed,WON
cb_000198,txn_0008241,cust_007354,2024-03-11 21:51:25,product_not_received,OPEN
cb_000199,txn_0008242,cust_005837,2024-04-19 22:13:04,product_not_received,OPEN
cb_000200,txn_0008314,cust_001634,2024-05-03 13:34:01,unauthorized_transaction,OPEN
cb_000201,txn_0008338,cust_003302,2024-05-06 16:53:32,product_not_received,OPEN
cb_000202,txn_0008352,cust_000071,2024-04-18 18:51:49,unauthorized_transaction,LOST
cb_000203,txn_0008394,cust_001002,2024-05-24 01:58:11,unauthorized_transaction,OPEN
cb_000204,txn_0008521,cust_005190,2024-05-18 21:15:41,product_not_received,OPEN
cb_000205,txn_0008539,cust_002275,2024-03-31 03:26:25,unauthorized_transaction,LOST
cb_000206,txn_0008546,cust_000857,2024-05-01 08:24:07,subscription_cancelled,WON
cb_000207,txn_0008758,cust_001459,2024-04-04 17:17:20,unauthorized_transaction,PENDING
cb_000208,txn_0008818,cust_004505,2024-04-03 07:08:22,unauthorized_transaction,LOST
cb_000209,txn_0008822,cust_004505,2024-05-23 07:12:30,unauthorized_transaction,OPEN
cb_000210,txn_0008823,cust_004505,2024-05-28 07:12:36,unauthorized_transaction,LOST
cb_000211,txn_0008919,cust_002032,2024-04-29 18:32:14,credit_not_processed,WON
cb_000212,txn_0009088,cust_007530,2024-03-18 19:32:03,product_not_received,OPEN
cb_000213,txn_0009257,cust_006934,2024-05-03 00:18:12,unauthorized_transaction,OPEN
cb_000214,txn_0009260,cust_006934,2024-03-19 00:22:08,unauthorized_transaction,LOST
cb_000215,txn_0009261,cust_006934,2024-04-19 00:27:09,product_not_received,OPEN
cb_000216,txn_0009266,cust_000244,2024-04-11 07:01:42,unauthorized_transaction,OPEN
cb_000217,txn_0009280,cust_002032,2024-05-07 09:22:08,duplicate_charge,WON
cb_000218,txn_0009375,cust_002846,2024-05-09 21:07:18,product_not_received,OPEN
cb_000219,txn_0009377,cust_000390,2024-04-03 21:15:19,unauthorized_transaction,OPEN
cb_000220,txn_0009385,cust_002291,2024-05-22 22:24:28,product_not_received,LOST
cb_000221,txn_0009393,cust_001507,2024-05-03 04:09:56,unauthorized_transaction,LOST
cb_000222,txn_0009400,cust_009760,2024-05-02 07:21:49,product_not_received,PENDING
cb_000223,txn_0009420,cust_002118,2024-04-12 11:05:43,credit_not_processed,OPEN
cb_000224,txn_0009436,cust_000053,2024-05-04 12:26:55,product_not_received,LOST
cb_000225,txn_0009438,cust_005190,2024-03-21 12:28:47,product_not_received,LOST
cb_000226,txn_0009481,cust_005963,2024-04-07 17:21:19,product_not_received,OPEN
cb_000227,txn_0009491,cust_000530,2024-05-15 18:36:30,product_not_received,OPEN
cb_000228,txn_0009494,cust_005035,2024-05-02 19:02:48,merchandise_defective,PENDING
cb_000229,txn_0009592,cust_001634,2024-05-08 14:59:26,unauthorized_transaction,LOST
cb_000230,txn_0009609,cust_000799,2024-05-08 18:06:08,product_not_received,PENDING
cb_000231,txn_0009619,cust_000769,2024-05-09 18:44:31,unauthorized_transaction,PENDING
cb_000232,txn_0009655,cust_003151,2024-03-23 04:30:38,unauthorized_transaction,OPEN
cb_000233,txn_0009657,cust_001599,2024-04-19 06:17:16,unauthorized_transaction,LOST
cb_000234,txn_0009661,cust_001113,2024-05-29 07:17:16,product_not_received,OPEN
cb_000235,txn_0009724,cust_002032,2024-04-17 13:33:53,merchandise_defective,OPEN
cb_000236,txn_0009738,cust_002393,2024-04-28 16:17:16,unauthorized_transaction,OPEN
cb_000237,txn_0009743,cust_002032,2024-04-11 17:10:18,unauthorized_transaction,LOST
cb_000238,txn_0009765,cust_009984,2024-04-09 19:21:29,product_not_received,WON
cb_000239,txn_0009789,cust_005773,2024-04-30 22:17:16,product_not_received,OPEN
cb_000240,txn_0009804,cust_002393,2024-04-17 02:17:16,unauthorized_transaction,PENDING
cb_000241,txn_0009811,cust_002123,2024-05-24 07:17:16,unauthorized_transaction,LOST
cb_000242,txn_0009841,cust_009460,2024-05-16 10:49:51,product_not_received,OPEN
cb_000243,txn_0009903,cust_001599,2024-05-02 15:17:16,product_not_received,PENDING
cb_000244,txn_0009942,cust_005115,2024-05-24 19:35:12,subscription_cancelled,WON
cb_000245,txn_0009950,cust_009909,2024-05-03 20:17:16,unauthorized_transaction,PENDING
cb_000246,txn_0009970,cust_005281,2024-05-03 22:17:16,product_not_received,OPEN
cb_000247,txn_0009980,cust_009593,2024-05-31 00:17:16,unauthorized_transaction,LOST
cb_000248,txn_0010117,cust_001944,2024-05-02 01:13:15,product_not_received,LOST
cb_000249,txn_0010118,cust_001634,2024-04-07 01:23:57,product_not_received,PENDING
cb_000250,txn_0010126,cust_001723,2024-05-19 06:23:22,unauthorized_transaction,PENDING
cb_000251,txn_0010364,cust_000354,2024-04-02 18:16:54,unauthorized_transaction,LOST
cb_000252,txn_0010415,cust_001634,2024-04-14 08:44:12,duplicate_charge,LOST
cb_000253,txn_0010576,cust_006339,2024-05-15 11:33:50,product_not_received,LOST
cb_000254,txn_0010609,cust_001445,2024-03-31 13:29:45,unauthorized_transaction,LOST
cb_000255,txn_0010804,cust_007163,2024-06-07 20:44:23,unauthorized_transaction,LOST
cb_000256,txn_0010827,cust_001896,2024-05-05 01:30:02,product_not_received,OPEN
cb_000257,txn_0010828,cust_001896,2024-04-18 01:31:28,unauthorized_transaction,LOST
cb_000258,txn_0010837,cust_003180,2024-04-02 07:26:53,unauthorized_transaction,OPEN
cb_000259,txn_0010841,cust_004203,2024-06-04 07:36:59,product_not_received,LOST
cb_000260,txn_0010882,cust_005522,2024-04-21 14:41:09,unauthorized_transaction,LOST
cb_000261,txn_0010970,cust_009766,2024-06-13 07:43:01,unauthorized_transaction,LOST
cb_000262,txn_0010972,cust_004474,2024-05-05 08:02:32,product_not_received,LOST
cb_000263,txn_0010981,cust_001634,2024-06-07 09:19:49,merchandise_defective,WON
cb_000264,txn_0011081,cust_001634,2024-05-20 20:21:29,unauthorized_transaction,WON
cb_000265,txn_0011203,cust_002510,2024-04-18 18:53:09,product_not_received,PENDING
cb_000266,txn_0011244,cust_002032,2024-05-25 06:01:49,product_not_as_described,WON
cb_000267,txn_0011339,cust_000857,2024-05-18 17:58:08,duplicate_charge,WON
cb_000268,txn_0011361,cust_001907,2024-06-08 19:49:14,unauthorized_transaction,PENDING
cb_000269,txn_0011388,cust_004579,2024-05-06 22:54:56,product_not_received,LOST
cb_000270,txn_0011453,cust_004746,2024-04-15 14:07:35,unauthorized_transaction,PENDING
cb_000271,txn_0011491,cust_008238,2024-04-28 19:01:31,unauthorized_transaction,PENDING
cb_000272,txn_0011689,cust_003309,2024-04-27 23:47:36,product_not_received,PENDING
cb_000273,txn_0011691,cust_004900,2024-06-15 03:24:15,product_not_received,LOST
cb_000274,txn_0011693,cust_004939,2024-04-12 03:25:41,product_not_received,PENDING
cb_000275,txn_0011703,cust_005727,2024-04-21 07:27:25,unauthorized_transaction,PENDING
cb_000276,txn_0011705,cust_007863,2024-06-03 07:30:12,unauthorized_transaction,LOST
cb_000277,txn_0011719,cust_003449,2024-05-01 09:55:41,product_not_received,LOST
cb_000278,txn_0011801,cust_006206,2024-06-13 20:05:11,product_not_received,PENDING
cb_000279,txn_0011827,cust_008464,2024-05-03 00:34:10,unauthorized_transaction,LOST
cb_000280,txn_0011838,cust_009648,2024-05-30 07:52:05,product_not_received,LOST
cb_000281,txn_0011855,cust_008283,2024-06-12 09:45:18,subscription_cancelled,OPEN
cb_000282,txn_0011926,cust_003552,2024-06-19 19:15:57,product_not_received,WON
cb_000283,txn_0011944,cust_001634,2024-06-15 20:29:08,product_not_received,WON
cb_000284,txn_0012018,cust_005571,2024-05-08 13:43:34,unauthorized_transaction,LOST
cb_000285,txn_0012100,cust_002894,2024-05-17 06:12:32,product_not_received,OPEN
cb_000286,txn_0012221,cust_001634,2024-06-13 20:42:14,product_not_received,LOST
cb_000287,txn_0012240,cust_007141,2024-05-20 01:36:54,unauthorized_transaction,PENDING
cb_000288,txn_0012352,cust_004615,2024-05-25 20:23:45,product_not_received,LOST
cb_000289,txn_0012382,cust_004704,2024-06-18 02:36:15,product_not_received,LOST
cb_000290,txn_0012444,cust_006145,2024-05-31 13:39:54,unauthorized_transaction,LOST
cb_000291,txn_0012450,cust_004249,2024-06-19 14:26:52,unauthorized_transaction,OPEN
cb_000292,txn_0012481,cust_001634,2024-04-10 18:19:32,credit_not_processed,PENDING
cb_000293,txn_0012518,cust_005223,2024-05-18 21:03:33,product_not_received,PENDING
cb_000294,txn_0012549,cust_002296,2024-04-20 09:40:08,unauthorized_transaction,PENDING
cb_000295,txn_0012593,cust_005021,2024-04-19 14:44:11,product_not_received,OPEN
cb_000296,txn_0012609,cust_002032,2024-05-21 16:22:03,duplicate_charge,WON
cb_000297,txn_0012661,cust_005861,2024-05-07 22:13:20,unauthorized_transaction,LOST
cb_000298,txn_0012685,cust_001634,2024-05-16 08:55:15,merchandise_defective,WON
cb_000299,txn_0012778,cust_006919,2024-06-26 21:36:59,product_not_received,LOST
cb_000300,txn_0012960,cust_000215,2024-06-01 06:17:37,unauthorized_transaction,LOST
cb_000301,txn_0012969,cust_001199,2024-05-12 07:57:03,product_not_received,LOST
cb_000302,txn_0013005,cust_006268,2024-06-20 12:13:28,product_not_received,LOST
cb_000303,txn_0013083,cust_008868,2024-06-20 21:17:52,unauthorized_transaction,LOST
cb_000304,txn_0013184,cust_003571,2024-05-06 15:09:03,product_not_received,OPEN
cb_000305,txn_0013187,cust_001814,2024-06-02 15:24:34,unauthorized_transaction,LOST
cb_000306,txn_0013264,cust_002727,2024-06-27 06:53:38,unauthorized_transaction,LOST
cb_000307,txn_0013377,cust_009835,2024-04-17 21:46:19,duplicate_charge,WON
cb_000308,txn_0013388,cust_008674,2024-06-20 02:46:51,product_not_received,PENDING
cb_000309,txn_0013437,cust_007035,2024-07-01 11:46:32,product_not_received,LOST
cb_000310,txn_0013559,cust_004262,2024-04-24 07:28:15,unauthorized_transaction,PENDING
cb_000311,txn_0013626,cust_000051,2024-04-21 14:56:46,duplicate_charge,LOST
cb_000312,txn_0013632,cust_001634,2024-06-18 15:48:52,duplicate_charge,WON
