id,created_at,country,transaction_count,lifetime_value,average_transaction,return_count,return_rate,chargeback_count,chargeback_rate
cust_000141,2024-02-15,DE,1,26.9,26.9,0,0.0,0,0.0
cust_000142,2024-03-31,CA,1,25.9,25.9,0,0.0,0,0.0
cust_000143,2024-06-01,AU,1,340.98,340.98,0,0.0,0,0.0
cust_000144,2024-07-13,IN,7,493.5,70.5,2,0.2857,0,0.0
cust_000145,2024-04-14,UK,1,1160.47,1160.47,0,0.0,0,0.0
cust_000146,2024-06-29,US,1,117.96,117.96,0,0.0,0,0.0
cust_000147,2024-03-03,UK,1,1389.03,1389.03,0,0.0,0,0.0
cust_000148,2024-02-05,CA,1,60.47,60.47,0,0.0,0,0.0
cust_000149,2024-01-19,FR,4,9768.41,2442.1,0,0.0,2,0.5
cust_000150,2024-04-29,CA,0,0.0,0.0,0,0.0,0,0.0
cust_000151,2024-03-03,US,0,0.0,0.0,0,0.0,0,0.0
cust_000152,2024-03-25,DE,1,36.19,36.19,0,0.0,0,0.0
cust_000153,2024-02-17,US,1,30.01,30.01,0,0.0,0,0.0
cust_000154,2024-02-05,JP,1,483.37,483.37,0,0.0,0,0.0
cust_000155,2024-02-13,DE,1,51.69,51.69,0,0.0,0,0.0
cust_000156,2024-06-11,IN,1,155.88,155.88,0,0.0,0,0.0
cust_000157,2024-03-06,UK,1,32.43,32.43,0,0.0,0,0.0
cust_000158,2024-05-18,US,1,215.76,215.76,0,0.0,0,0.0
cust_000159,2024-01-25,DE,1,70.3,70.3,0,0.0,0,0.0
cust_000160,2024-03-24,US,1,82.47,82.47,0,0.0,0,0.0
cust_000161,2024-03-11,IN,0,0.0,0.0,0,0.0,0,0.0
cust_000162,2024-01-13,US,1,97.77,97.77,0,0.0,0,0.0
cust_000163,2024-03-03,IN,3,3379.77,1126.59,0,0.0,1,0.3333
cust_000164,2024-02-03,US,1,38.9,38.9,0,0.0,0,0.0
cust_000165,2024-05-13,US,1,317.15,317.15,0,0.0,0,0.0
cust_000166,2024-06-15,CA,1,35.97,35.97,0,0.0,0,0.0
cust_000167,2024-08-31,DE,1,403.46,403.46,0,0.0,0,0.0
cust_000168,2024-02-22,US,1,40.81,40.81,0,0.0,0,0.0
cust_000169,2024-01-31,CA,1,127.2,127.2,1,1.0,0,0.0
cust_000170,2024-06-20,AU,1,188.56,188.56,0,0.0,0,0.0
cust_000171,2024-03-14,CA,1,237.32,237.32,0,0.0,0,0.0
cust_000172,2024-04-01,IN,1,111.8,111.8,0,0.0,0,0.0
cust_000173,2024-07-03,US,1,271.47,271.47,0,0.0,0,0.0
cust_000174,2024-06-08,US,18,2377.07,132.06,4,0.2222,0,0.0
cust_000175,2024-03-25,US,2,5501.15,2750.58,0,0.0,0,0.0
cust_000176,2024-05-24,KR,2,11087.73,5543.87,0,0.0,1,0.5
cust_000177,2024-02-02,US,1,152.22,152.22,0,0.0,0,0.0
cust_000178,2024-01-31,US,1,193.62,193.62,0,0.0,0,0.0
cust_000179,2024-02-24,US,1,60.84,60.84,0,0.0,0,0.0
cust_000180,2024-05-16,AU,1,25.79,25.79,0,0.0,0,0.0
cust_000181,2024-05-29,UK,1,101.54,101.54,0,0.0,0,0.0
cust_000182,2024-03-21,AU,9,144.5,16.06,0,0.0,0,0.0
cust_000183,2024-01-14,UK,2,898.46,449.23,0,0.0,0,0.0
cust_000184,2024-06-09,AU,1,55.68,55.68,0,0.0,0,0.0
cust_000185,2024-04-12,NG,1,267.64,267.64,0,0.0,0,0.0
cust_000186,2024-03-28,UK,0,0.0,0.0,0,0.0,0,0.0
cust_000187,2024-01-16,ZA,2,8067.9,4033.95,0,0.0,0,0.0
cust_000188,2024-02-13,CN,1,255.49,255.49,1,1.0,0,0.0
cust_000189,2024-07-27,US,1,236.06,236.06,0,0.0,0,0.0
cust_000190,2024-05-16,CA,1,158.78,158.78,0,0.0,0,0.0
cust_000191,2024-08-20,DE,1,263.79,263.79,0,0.0,0,0.0
cust_000192,2024-04-01,JP,1,32.48,32.48,0,0.0,0,0.0
cust_000193,2024-05-04,DE,1,70.17,70.17,0,0.0,0,0.0
cust_000194,2024-06-03,DE,7,232.77,33.25,1,0.1429,3,0.4286
cust_000195,2024-06-28,US,1,171.15,171.15,0,0.0,0,0.0
cust_000196,2024-05-20,BR,1,57.7,57.7,0,0.0,0,0.0
cust_000197,2024-04-11,US,1,361.35,361.35,0,0.0,0,0.0
cust_000198,2024-07-11,DE,1,236.09,236.09,0,0.0,0,0.0
cust_000199,2024-05-22,US,0,0.0,0.0,0,0.0,0,0.0
cust_000200,2024-02-17,AU,1,121.64,121.64,0,0.0,0,0.0
cust_000201,2024-01-13,AU,0,0.0,0.0,0,0.0,0,0.0
cust_000202,2024-07-10,US,1,33.05,33.05,0,0.0,0,0.0
cust_000203,2024-03-18,AU,1,296.91,296.91,0,0.0,0,0.0
cust_000204,2024-04-09,BR,1,26.89,26.89,0,0.0,0,0.0
cust_000205,2024-03-18,US,2,750.77,375.38,0,0.0,1,0.5
cust_000206,2024-03-15,UK,15,1373.52,91.57,1,0.0667,1,0.0667
cust_000207,2024-05-09,US,6,96.36,16.06,2,0.3333,2,0.3333
cust_000208,2024-04-02,US,2,1676.48,838.24,0,0.0,0,0.0
cust_000209,2024-03-06,BR,1,11318.94,11318.94,0,0.0,0,0.0
cust_000210,2024-06-16,US,1,390.86,390.86,0,0.0,0,0.0
cust_000211,2024-03-06,IN,1,458.1,458.1,0,0.0,0,0.0
cust_000212,2024-05-06,US,1,81.84,81.84,0,0.0,0,0.0
cust_000213,2024-07-04,US,1,120.86,120.86,0,0.0,0,0.0
cust_000214,2024-10-01,IN,1,63.53,63.53,0,0.0,0,0.0
cust_000215,2024-02-25,UK,2,2855.16,1427.58,0,0.0,1,0.5
cust_000216,2024-04-10,NG,1,75.18,75.18,0,0.0,0,0.0
cust_000217,2024-02-18,US,2,14444.44,7222.22,0,0.0,1,0.5
cust_000218,2024-04-13,IN,1,174.73,174.73,0,0.0,0,0.0
cust_000219,2024-02-28,DE,1,41.52,41.52,0,0.0,0,0.0
cust_000220,2024-08-16,IN,2,12444.24,6222.12,0,0.0,0,0.0
cust_000221,2024-04-08,DE,1,35.05,35.05,0,0.0,0,0.0
cust_000222,2024-06-04,US,1,70.67,70.67,0,0.0,0,0.0
cust_000223,2024-01-27,AU,6,18.56,3.09,1,0.1667,3,0.5
cust_000224,2024-03-04,CA,3,8077.62,2692.54,0,0.0,2,0.6667
cust_000225,2024-04-11,AU,1,153.75,153.75,0,0.0,0,0.0
cust_000226,2024-04-18,US,1,163.79,163.79,1,1.0,0,0.0
cust_000227,2024-04-19,US,1,106.5,106.5,0,0.0,0,0.0
cust_000228,2024-03-22,UK,1,171.84,171.84,0,0.0,0,0.0
cust_000229,2024-02-16,UK,1,165.97,165.97,0,0.0,0,0.0
cust_000230,2024-04-11,US,1,146.14,146.14,0,0.0,0,0.0
cust_000231,2024-07-03,US,1,443.77,443.77,0,0.0,0,0.0
cust_000232,2024-04-18,US,1,133.65,133.65,0,0.0,0,0.0
cust_000233,2024-04-04,US,1,15.23,15.23,0,0.0,0,0.0
cust_000234,2024-03-06,US,1,361.49,361.49,0,0.0,0,0.0
cust_000235,2024-06-12,BR,1,1619.12,1619.12,0,0.0,0,0.0
cust_000236,2024-05-20,CN,1,211.62,211.62,0,0.0,0,0.0
cust_000237,2024-04-22,UK,1,180.16,180.16,0,0.0,0,0.0
cust_000238,2024-04-11,US,1,46.03,46.03,0,0.0,0,0.0
cust_000239,2024-01-18,US,91,9102.88,100.03,6,0.0659,0,0.0
cust_000240,2024-03-12,BR,1,34.5,34.5,1,1.0,0,0.0
cust_000241,2024-02-26,CN,1,89.6,89.6,1,1.0,0,0.0
cust_000242,2024-02-17,US,4,229.93,57.48,0,0.0,0,0.0
cust_000243,2024-02-29,US,1,49.2,49.2,0,0.0,0,0.0
cust_000244,2024-03-15,US,2,14658.87,7329.44,0,0.0,1,0.5
cust_000245,2024-01-31,UK,1,82.62,82.62,0,0.0,0,0.0
cust_000246,2024-01-26,US,1,6111.75,6111.75,0,0.0,0,0.0
cust_000247,2024-04-06,DE,7,915.76,130.82,0,0.0,0,0.0
cust_000248,2024-02-05,US,1,176.37,176.37,0,0.0,0,0.0
cust_000249,2024-03-28,US,2,16209.02,8104.51,0,0.0,1,0.5
cust_000250,2024-03-10,FR,0,0.0,0.0,0,0.0,0,0.0
cust_000251,2024-04-15,AU,1,53.3,53.3,0,0.0,0,0.0
cust_000252,2024-03-14,US,1,176.99,176.99,0,0.0,0,0.0
cust_000253,2024-04-16,AU,1,118.23,118.23,1,1.0,0,0.0
cust_000254,2024-02-15,US,2,4055.32,2027.66,0,0.0,1,0.5
cust_000255,2024-02-13,US,1,65.45,65.45,0,0.0,0,0.0
cust_000256,2024-03-10,US,1,336.1,336.1,0,0.0,0,0.0
cust_000257,2024-08-15,US,1,1383.9,1383.9,0,0.0,0,0.0
cust_000258,2024-03-05,US,1,496.93,496.93,0,0.0,0,0.0
cust_000259,2024-03-26,DE,1,91.12,91.12,0,0.0,0,0.0
cust_000260,2024-05-01,JP,1,69.11,69.11,0,0.0,0,0.0
cust_000261,2024-02-06,US,1,91.92,91.92,1,1.0,0,0.0
cust_000262,2024-03-11,US,1,75.34,75.34,0,0.0,0,0.0
cust_000263,2024-03-22,US,1,77.17,77.17,0,0.0,0,0.0
cust_000264,2024-06-10,UK,2,20638.17,10319.08,0,0.0,1,0.5
cust_000265,2024-04-10,BR,1,48.37,48.37,0,0.0,0,0.0
cust_000266,2024-04-13,US,2,125.25,62.62,1,0.5,0,0.0
cust_000267,2024-04-05,IN,1,267.29,267.29,1,1.0,0,0.0
cust_000268,2024-07-02,CA,3,7937.71,2645.9,0,0.0,1,0.3333
cust_000269,2024-04-26,BR,1,647.11,647.11,0,0.0,0,0.0
cust_000270,2024-07-13,US,1,56.6,56.6,0,0.0,0,0.0
cust_000271,2024-04-05,US,1,108.26,108.26,0,0.0,0,0.0
cust_000272,2024-06-11,US,2,14578.35,7289.18,0,0.0,0,0.0
cust_000273,2024-06-06,IN,1,55.04,55.04,0,0.0,0,0.0
cust_000274,2024-06-17,CA,1,173.59,173.59,0,0.0,0,0.0
cust_000275,2024-03-19,IN,1,146.24,146.24,1,1.0,0,0.0
cust_000276,2024-05-20,US,1,407.24,407.24,0,0.0,0,0.0
cust_000277,2024-04-11,US,1,40.84,40.84,0,0.0,0,0.0
cust_000278,2024-02-10,CA,1,329.96,329.96,0,0.0,0,0.0
cust_000279,2024-03-29,US,1,167.58,167.58,0,0.0,0,0.0
cust_000280,2024-04-23,CN,0,0.0,0.0,0,0.0,0,0.0
cust_000281,2024-02-16,BR,1,76.48,76.48,0,0.0,0,0.0
cust_000282,2024-04-01,US,1,222.46,222.46,0,0.0,0,0.0
cust_000283,2024-07-07,IN,1,23.61,23.61,0,0.0,0,0.0
cust_000284,2024-02-20,US,1,64.94,64.94,0,0.0,0,0.0
cust_000285,2024-06-14,CN,2,5317.28,2658.64,1,0.5,1,0.5
cust_000286,2024-07-28,IN,1,119.46,119.46,0,0.0,0,0.0
cust_000287,2024-02-22,US,1,36.94,36.94,0,0.0,0,0.0
cust_000288,2024-02-22,DE,1,5.82,5.82,0,0.0,0,0.0
cust_000289,2024-06-23,US,1,95.1,95.1,0,0.0,0,0.0
cust_000290,2024-03-04,US,2,701.55,350.78,0,0.0,0,0.0
cust_000291,2024-02-05,US,1,335.25,335.25,0,0.0,0,0.0
cust_000292,2024-02-10,US,1,47.72,47.72,0,0.0,0,0.0
cust_000293,2024-07-27,US,2,6986.13,3493.06,0,0.0,0,0.0
cust_000294,2024-01-27,KR,1,337.04,337.04,0,0.0,0,0.0
cust_000295,2024-01-24,UK,1,218.88,218.88,0,0.0,0,0.0
cust_000296,2024-04-01,JP,2,3589.09,1794.54,0,0.0,1,0.5
cust_000297,2024-07-14,US,3,319.04,106.35,0,0.0,0,0.0
cust_000298,2024-05-01,JP,1,58.85,58.85,0,0.0,0,0.0
cust_000299,2024-05-03,DE,1,159.6,159.6,0,0.0,0,0.0
cust_000300,2024-08-28,DE,1,396.61,396.61,0,0.0,0,0.0
cust_000301,2024-02-23,BR,1,175.96,175.96,0,0.0,0,0.0
cust_000302,2024-04-24,CA,1,88.94,88.94,0,0.0,0,0.0
cust_000303,2024-02-15,IN,1,22.16,22.16,0,0.0,0,0.0
cust_000304,2024-04-02,NG,1,120.24,120.24,0,0.0,0,0.0
cust_000305,2024-04-03,US,1,175.34,175.34,0,0.0,0,0.0
cust_000306,2024-05-01,US,1,670.07,670.07,1,1.0,0,0.0
cust_000307,2024-04-30,ZA,1,897.59,897.59,0,0.0,0,0.0
cust_000308,2024-02-23,NG,1,62.26,62.26,0,0.0,0,0.0
cust_000309,2024-02-09,CA,1,77.63,77.63,0,0.0,0,0.0
cust_000310,2024-02-14,AU,1,123.14,123.14,0,0.0,0,0.0
cust_000311,2024-08-13,NG,2,7859.93,3929.96,0,0.0,0,0.0
cust_000312,2024-03-07,UK,0,0.0,0.0,0,0.0,0,0.0
cust_000313,2024-02-10,US,2,13215.35,6607.68,0,0.0,0,0.0
cust_000314,2024-06-15,CA,1,92.22,92.22,0,0.0,0,0.0
cust_000315,2024-03-05,UK,1,139.99,139.99,1,1.0,0,0.0
cust_000316,2024-03-09,US,1,1685.89,1685.89,0,0.0,0,0.0
cust_000317,2024-03-16,MX,1,410.63,410.63,0,0.0,0,0.0
cust_000318,2024-04-21,FR,1,86.62,86.62,0,0.0,0,0.0
cust_000319,2024-06-09,AU,1,80.33,80.33,0,0.0,0,0.0
cust_000320,2024-02-27,IN,1,22.93,22.93,0,0.0,0,0.0
cust_000321,2024-07-03,US,1,311.96,311.96,0,0.0,0,0.0
cust_000322,2024-05-10,IN,1,269.01,269.01,0,0.0,0,0.0
cust_000323,2024-03-12,DE,2,736.32,368.16,0,0.0,0,0.0
cust_000324,2024-06-13,IN,13,1205.92,92.76,0,0.0,0,0.0
cust_000325,2024-06-21,US,1,607.17,607.17,0,0.0,0,0.0
cust_000326,2024-04-29,BR,23,3019.16,131.27,3,0.1304,0,0.0
cust_000327,2024-09-20,US,0,0.0,0.0,0,0.0,0,0.0
cust_000328,2024-06-28,UK,1,40.39,40.39,0,0.0,0,0.0
cust_000329,2024-05-05,CA,1,62.0,62.0,1,1.0,0,0.0
cust_000330,2024-06-28,KR,2,7327.46,3663.73,0,0.0,1,0.5
cust_000331,2024-07-05,US,1,95.73,95.73,0,0.0,0,0.0
cust_000332,2024-01-18,US,1,67.04,67.04,0,0.0,0,0.0
cust_000333,2024-01-19,KR,2,1389.08,694.54,0,0.0,0,0.0
cust_000334,2024-02-08,MX,1,65.15,65.15,0,0.0,0,0.0
cust_000335,2024-06-18,US,1,68.12,68.12,0,0.0,0,0.0
cust_000336,2024-03-13,BR,1,40.64,40.64,0,0.0,0,0.0
cust_000337,2024-01-31,RU,1,121.1,121.1,0,0.0,0,0.0
cust_000338,2024-03-01,US,1,364.81,364.81,0,0.0,0,0.0
cust_000339,2024-04-24,FR,1,140.18,140.18,0,0.0,0,0.0
cust_000340,2024-05-22,US,0,0.0,0.0,0,0.0,0,0.0
cust_000341,2024-02-29,BR,0,0.0,0.0,0,0.0,0,0.0
cust_000342,2024-05-09,US,3,4472.19,1490.73,0,0.0,1,0.3333
cust_000343,2024-05-12,DE,1,49.84,49.84,0,0.0,0,0.0
cust_000344,2024-08-07,BR,1,95.38,95.38,0,0.0,0,0.0
cust_000345,2024-04-20,US,2,1975.24,987.62,1,0.5,1,0.5
cust_000346,2024-11-04,FR,1,173.69,173.69,0,0.0,0,0.0
cust_000347,2024-03-25,US,1,147.42,147.42,1,1.0,0,0.0
cust_000348,2024-03-04,US,1,181.92,181.92,0,0.0,0,0.0
cust_000349,2024-06-07,CN,0,0.0,0.0,0,0.0,0,0.0
cust_000350,2024-07-22,CN,1,76.17,76.17,0,0.0,0,0.0
cust_000351,2024-02-05,FR,5,532.02,106.4,0,0.0,0,0.0
cust_000352,2024-02-24,NG,2,24086.68,12043.34,0,0.0,0,0.0
cust_000353,2024-04-23,US,1,199.66,199.66,0,0.0,0,0.0
cust_000354,2024-06-13,CA,3,27414.76,9138.25,1,0.3333,1,0.3333
cust_000355,2024-02-06,NG,1,41.35,41.35,0,0.0,0,0.0
cust_000356,2024-04-14,NG,1,61.14,61.14,0,0.0,0,0.0
cust_000357,2024-08-02,UK,1,205.58,205.58,0,0.0,0,0.0
cust_000358,2024-04-29,US,2,153.54,76.77,0,0.0,0,0.0
cust_000359,2024-04-09,DE,1,1007.67,1007.67,1,1.0,0,0.0
cust_000360,2024-09-03,US,2,13766.26,6883.13,0,0.0,1,0.5
cust_000361,2024-05-23,AU,1,34.0,34.0,0,0.0,0,0.0
cust_000362,2024-06-12,US,1,81.57,81.57,0,0.0,0,0.0
cust_000363,2024-07-24,CA,2,13919.91,6959.96,0,0.0,1,0.5
cust_000364,2024-05-20,US,1,339.34,339.34,0,0.0,0,0.0
