id,transaction_id,customer_id,timestamp,reason,refund_amount,days_after_purchase
ret_000046,txn_0000533,cust_009460,2024-01-23 16:09:39,defective_product,37.43,19
ret_000047,txn_0000546,cust_001634,2024-01-23 17:43:25,defective_product,41.18,19
ret_000048,txn_0000575,cust_009460,2024-01-28 21:24:29,not_as_described,29.34,24
ret_000049,txn_0000604,cust_003594,2024-02-03 07:21:42,defective_product,46.66,29
ret_000050,txn_0000616,cust_006373,2024-01-21 09:56:35,too_small,39.29,16
ret_000051,txn_0000669,cust_002225,2024-01-11 14:54:02,changed_mind,20835.94,6
ret_000052,txn_0000683,cust_005529,2024-01-11 17:36:07,no_longer_needed,52.87,6
ret_000053,txn_0000691,cust_001634,2024-01-17 18:39:59,too_large,70.25,12
ret_000054,txn_0000692,cust_000544,2024-02-03 18:46:54,changed_mind,74.84,29
ret_000055,txn_0000708,cust_007266,2024-01-20 20:02:40,no_longer_needed,390.54,15
ret_000056,txn_0000729,cust_001659,2024-01-07 23:01:43,changed_mind,51.75,2
ret_000057,txn_0000730,cust_001634,2024-01-25 23:03:37,better_price_found,40.35,20
ret_000058,txn_0000752,cust_001634,2024-01-17 09:29:45,too_large,169.23,11
ret_000059,txn_0000782,cust_009259,2024-01-19 13:05:16,defective_product,31.91,13
ret_000060,txn_0000795,cust_002104,2024-01-18 14:08:40,no_longer_needed,82.48,12
ret_000061,txn_0000816,cust_001061,2024-01-12 16:27:17,changed_mind,314.32,6
ret_000062,txn_0000831,cust_001634,2024-01-27 18:08:25,too_large,11.56,21
ret_000063,txn_0000834,cust_001634,2024-01-10 18:24:24,changed_mind,191.15,4
ret_000064,txn_0000876,cust_002032,2024-01-26 23:38:58,too_large,139.73,20
ret_000065,txn_0000889,cust_002032,2024-01-11 08:52:27,changed_mind,141.39,4
ret_000066,txn_0000897,cust_001634,2024-01-10 09:46:26,changed_mind,289.97,3
ret_000067,txn_0000909,cust_001634,2024-01-15 11:30:56,too_large,15.12,8
ret_000068,txn_0000924,cust_009809,2024-01-19 13:29:40,not_as_described,83.41,12
ret_000069,txn_0000970,cust_001634,2024-01-20 19:16:06,arrived_late,228.98,13
ret_000070,txn_0000973,cust_001634,2024-02-04 19:26:25,arrived_late,68.23,28
ret_000071,txn_0000975,cust_001634,2024-01-11 19:34:38,changed_mind,36.08,4
ret_000072,txn_0000978,cust_001634,2024-01-30 19:44:02,too_large,94.44,23
ret_000073,txn_0000981,cust_002749,2024-01-11 20:07:00,changed_mind,84.96,4
ret_000074,txn_0001007,cust_009969,2024-01-18 06:34:32,no_longer_needed,22.51,10
ret_000075,txn_0001013,cust_001634,2024-01-25 09:09:39,too_large,22.62,17
ret_000076,txn_0001029,cust_001634,2024-01-23 10:40:20,not_as_described,159.27,15
ret_000077,txn_0001031,cust_001634,2024-01-25 10:50:40,not_as_described,49.78,17
ret_000078,txn_0001033,cust_001634,2024-01-30 11:14:43,changed_mind,58.74,22
ret_000079,txn_0001035,cust_001634,2024-02-05 11:23:37,defective_product,176.18,28
ret_000080,txn_0001041,cust_002032,2024-02-02 11:46:38,wrong_item,52.1,25
ret_000081,txn_0001065,cust_009460,2024-02-06 14:22:13,too_large,51.33,29
ret_000082,txn_0001068,cust_001707,2024-02-01 14:28:31,changed_mind,5436.7,24
ret_000083,txn_0001075,cust_000578,2024-01-15 14:36:24,changed_mind,18.89,7
ret_000084,txn_0001113,cust_001634,2024-01-15 19:02:36,duplicate_order,79.74,7
ret_000085,txn_0001115,cust_001756,2024-01-27 19:16:47,too_large,86.74,19
ret_000086,txn_0001118,cust_002267,2024-02-06 19:29:06,better_price_found,103.28,29
ret_000087,txn_0001160,cust_006301,2024-02-03 08:16:10,too_small,31.24,25
ret_000088,txn_0001191,cust_001634,2024-01-24 12:24:34,too_large,133.47,15
ret_000089,txn_0001213,cust_001634,2024-01-24 15:34:04,arrived_late,9.33,15
ret_000090,txn_0001236,cust_009460,2024-02-06 18:39:03,too_large,162.93,28
ret_000091,txn_0001237,cust_002032,2024-01-27 18:42:20,not_as_described,56.68,18
ret_000092,txn_0001275,cust_009835,2024-01-17 21:49:55,defective_product,49.7,8
ret_000093,txn_0001282,cust_001634,2024-01-16 22:47:07,better_price_found,91.98,7
ret_000094,txn_0001332,cust_001634,2024-02-05 12:21:44,too_small,48.03,26
ret_000095,txn_0001335,cust_001634,2024-01-18 12:33:06,too_small,36.63,8
ret_000096,txn_0001336,cust_001634,2024-01-22 12:34:10,better_price_found,52.32,12
ret_000097,txn_0001337,cust_005958,2024-01-23 12:40:44,changed_mind,71.69,13
ret_000098,txn_0001346,cust_001634,2024-02-02 13:23:51,changed_mind,95.55,23
ret_000099,txn_0001367,cust_000052,2024-02-07 15:00:34,defective_product,122.42,28
ret_000100,txn_0001389,cust_001634,2024-02-08 18:31:31,better_price_found,58.42,29
ret_000101,txn_0001404,cust_001634,2024-02-02 20:09:55,duplicate_order,14.45,23
ret_000102,txn_0001421,cust_001634,2024-01-25 21:58:42,too_small,13.11,15
ret_000103,txn_0001430,cust_008993,2024-01-26 23:20:51,arrived_late,41.59,16
ret_000104,txn_0001432,cust_001634,2024-01-24 23:43:33,not_as_described,254.19,14
ret_000105,txn_0001483,cust_006659,2024-01-29 11:26:10,no_longer_needed,26.84,18
ret_000106,txn_0001486,cust_002118,2024-01-22 11:41:55,defective_product,32.34,11
ret_000107,txn_0001487,cust_009835,2024-01-15 11:43:04,defective_product,13.23,4
ret_000108,txn_0001491,cust_002716,2024-02-05 12:14:31,too_small,82.74,25
ret_000109,txn_0001492,cust_001634,2024-02-04 12:16:29,too_large,78.55,24
ret_000110,txn_0001505,cust_001634,2024-01-18 13:04:31,wrong_item,408.73,7
ret_000111,txn_0001506,cust_001634,2024-01-23 13:26:31,changed_mind,26.96,12
ret_000112,txn_0001515,cust_009214,2024-01-25 14:28:06,better_price_found,1817.45,14
ret_000113,txn_0001522,cust_008168,2024-01-20 15:18:54,changed_mind,79.94,9
ret_000114,txn_0001523,cust_001634,2024-02-07 15:28:22,better_price_found,29.39,27
ret_000115,txn_0001527,cust_000558,2024-02-03 15:52:45,defective_product,125.58,23
ret_000116,txn_0001533,cust_007293,2024-02-05 16:29:13,duplicate_order,4348.19,25
ret_000117,txn_0001559,cust_001634,2024-02-02 19:55:57,too_small,26.83,22
ret_000118,txn_0001574,cust_000857,2024-01-26 21:24:09,too_large,38.54,15
ret_000119,txn_0001579,cust_002032,2024-01-21 21:55:55,arrived_late,18.09,10
ret_000120,txn_0001582,cust_001634,2024-01-30 22:37:50,too_small,60.71,19
ret_000121,txn_0001588,cust_000077,2024-01-21 00:40:02,arrived_late,8762.67,9
ret_000122,txn_0001593,cust_005703,2024-01-28 06:33:35,no_longer_needed,40.0,16
ret_000123,txn_0001599,cust_002103,2024-01-31 07:34:44,changed_mind,98.07,19
ret_000124,txn_0001603,cust_008577,2024-01-27 08:24:03,defective_product,61.04,15
ret_000125,txn_0001609,cust_001634,2024-01-27 09:20:11,duplicate_order,41.69,15
ret_000126,txn_0001627,cust_001634,2024-02-09 11:16:00,too_small,70.72,28
ret_000127,txn_0001642,cust_002032,2024-01-25 12:21:47,too_large,189.97,13
ret_000128,txn_0001655,cust_001917,2024-01-14 13:01:49,no_longer_needed,37.37,2
ret_000129,txn_0001656,cust_005529,2024-01-19 13:17:35,defective_product,78.55,7
ret_000130,txn_0001657,cust_002032,2024-02-09 13:19:51,no_longer_needed,27.03,28
ret_000131,txn_0001659,cust_002222,2024-01-17 13:26:23,changed_mind,123.0,5
ret_000132,txn_0001665,cust_002032,2024-01-22 13:48:45,not_as_described,140.67,10
ret_000133,txn_0001685,cust_000315,2024-01-20 16:47:27,arrived_late,131.56,8
ret_000134,txn_0001691,cust_001634,2024-02-04 17:21:35,arrived_late,51.63,23
ret_000135,txn_0001723,cust_001634,2024-01-27 20:00:50,changed_mind,60.06,15
ret_000136,txn_0001724,cust_003245,2024-01-31 20:01:19,too_large,75.12,19
ret_000137,txn_0001753,cust_001634,2024-01-28 22:52:22,too_large,270.06,16
ret_000138,txn_0001765,cust_003002,2024-01-17 07:10:08,too_small,56.79,4
ret_000139,txn_0001780,cust_002032,2024-01-25 09:41:18,duplicate_order,58.47,12
ret_000140,txn_0001795,cust_006730,2024-01-27 11:11:31,defective_product,26.36,14
ret_000141,txn_0001813,cust_003394,2024-01-31 12:58:27,defective_product,97.38,18
ret_000142,txn_0001814,cust_003299,2024-02-04 13:10:04,no_longer_needed,151.19,22
ret_000143,txn_0001822,cust_002800,2024-01-16 13:40:13,better_price_found,152.92,3
ret_000144,txn_0001823,cust_009835,2024-02-09 13:41:27,changed_mind,15.29,27
ret_000145,txn_0001830,cust_001634,2024-01-26 14:13:09,no_longer_needed,63.99,13
ret_000146,txn_0001847,cust_008482,2024-01-17 15:54:26,changed_mind,136.95,4
ret_000147,txn_0001851,cust_001634,2024-01-20 16:10:55,no_longer_needed,49.83,7
ret_000148,txn_0001853,cust_009835,2024-02-08 16:12:56,better_price_found,56.09,26
ret_000149,txn_0001863,cust_003597,2024-01-17 17:19:33,not_as_described,54.22,4
ret_000150,txn_0001883,cust_001634,2024-01-28 19:28:12,wrong_item,56.91,15
ret_000151,txn_0001885,cust_002032,2024-01-17 19:49:21,changed_mind,71.35,4
ret_000152,txn_0001889,cust_000857,2024-02-05 20:26:55,changed_mind,36.55,23
ret_000153,txn_0001912,cust_000450,2024-02-01 23:46:18,better_price_found,60.19,19
ret_000154,txn_0001918,cust_001634,2024-02-11 06:41:47,defective_product,73.8,28
ret_000155,txn_0001936,cust_001634,2024-02-04 10:15:07,too_small,134.56,21
ret_000156,txn_0001951,cust_004675,2024-01-16 12:14:32,changed_mind,356.79,2
ret_000157,txn_0001961,cust_006841,2024-01-22 13:08:26,duplicate_order,53.09,8
ret_000158,txn_0001976,cust_002032,2024-01-20 14:40:17,no_longer_needed,38.0,6
ret_000159,txn_0001982,cust_001634,2024-02-10 15:15:05,arrived_late,85.47,27
ret_000160,txn_0001985,cust_007536,2024-02-04 15:35:24,too_large,34.03,21
ret_000161,txn_0002011,cust_006878,2024-02-11 19:32:00,defective_product,75.74,28
ret_000162,txn_0002014,cust_009579,2024-02-11 19:41:46,better_price_found,78.31,28
ret_000163,txn_0002030,cust_001634,2024-01-30 21:38:32,not_as_described,104.87,16
ret_000164,txn_0002031,cust_001634,2024-01-24 21:49:28,better_price_found,36.8,10
ret_000165,txn_0002036,cust_001634,2024-02-02 22:12:45,duplicate_order,109.22,19
ret_000166,txn_0002038,cust_000804,2024-01-19 22:42:57,arrived_late,83.68,5
ret_000167,txn_0002046,cust_003735,2024-02-02 06:21:28,not_as_described,245.74,18
ret_000168,txn_0002048,cust_008162,2024-02-09 07:05:06,arrived_late,14.69,25
ret_000169,txn_0002066,cust_001634,2024-01-30 09:44:21,wrong_item,50.84,15
ret_000170,txn_0002096,cust_009097,2024-01-16 12:46:21,better_price_found,49.94,1
ret_000171,txn_0002125,cust_001634,2024-01-23 16:41:44,duplicate_order,70.68,8
ret_000172,txn_0002153,cust_000531,2024-02-02 20:30:36,no_longer_needed,69.54,18
ret_000173,txn_0002172,cust_009579,2024-01-28 23:23:30,too_small,18.99,13
ret_000174,txn_0002182,cust_004757,2024-02-03 08:37:28,duplicate_order,74.12,18
ret_000175,txn_0002199,cust_001634,2024-01-27 09:58:14,no_longer_needed,38.51,11
ret_000176,txn_0002212,cust_001634,2024-01-25 10:53:54,too_large,15.49,9
ret_000177,txn_0002219,cust_002032,2024-02-13 11:33:23,not_as_described,44.74,28
ret_000178,txn_0002235,cust_004927,2024-02-08 12:35:57,too_small,57.07,23
ret_000179,txn_0002244,cust_001341,2024-02-07 13:02:08,too_small,67.68,22
ret_000180,txn_0002250,cust_001634,2024-02-04 13:37:10,not_as_described,48.17,19
ret_000181,txn_0002251,cust_008062,2024-02-11 13:47:12,too_small,16.94,26
ret_000182,txn_0002258,cust_001634,2024-01-19 14:45:57,better_price_found,33.37,3
ret_000183,txn_0002273,cust_008136,2024-02-13 18:16:18,wrong_item,33.67,28
ret_000184,txn_0002279,cust_001634,2024-02-09 19:22:31,defective_product,33.74,24
ret_000185,txn_0002299,cust_001634,2024-02-08 20:43:10,duplicate_order,75.89,23
ret_000186,txn_0002300,cust_009422,2024-02-04 20:48:34,too_small,123.86,19
ret_000187,txn_0002305,cust_001634,2024-01-25 21:35:39,wrong_item,69.72,9
ret_000188,txn_0002310,cust_000506,2024-01-23 21:46:16,too_small,720.73,7
ret_000189,txn_0002329,cust_001634,2024-02-14 08:32:51,too_small,56.8,28
ret_000190,txn_0002338,cust_001634,2024-02-13 09:53:34,not_as_described,619.84,27
ret_000191,txn_0002339,cust_007459,2024-02-08 09:54:37,better_price_found,150.54,22
ret_000192,txn_0002340,cust_001634,2024-01-24 10:03:31,wrong_item,36.46,7
ret_000193,txn_0002344,cust_002800,2024-01-20 10:18:53,better_price_found,18.48,3
ret_000194,txn_0002351,cust_001634,2024-01-25 10:54:25,wrong_item,8.26,8
ret_000195,txn_0002367,cust_001634,2024-02-15 13:02:31,changed_mind,29.6,29
ret_000196,txn_0002392,cust_009861,2024-01-26 15:30:02,duplicate_order,121.82,9
ret_000197,txn_0002414,cust_001634,2024-01-26 18:12:08,duplicate_order,52.64,9
ret_000198,txn_0002435,cust_001634,2024-02-09 19:38:35,changed_mind,48.77,23
ret_000199,txn_0002439,cust_009070,2024-01-26 20:08:22,changed_mind,29.16,9
ret_000200,txn_0002470,cust_001634,2024-01-25 06:19:30,too_large,26.6,7
ret_000201,txn_0002493,cust_000702,2024-02-16 11:03:32,not_as_described,18.33,29
ret_000202,txn_0002529,cust_001572,2024-01-23 13:53:33,not_as_described,117.14,5
ret_000203,txn_0002531,cust_001634,2024-02-09 14:05:36,defective_product,85.83,22
ret_000204,txn_0002535,cust_001634,2024-02-10 14:44:10,not_as_described,35.34,23
ret_000205,txn_0002540,cust_001634,2024-02-12 14:47:47,wrong_item,15.09,25
ret_000206,txn_0002544,cust_004155,2024-02-06 15:11:03,better_price_found,128.32,19
ret_000207,txn_0002554,cust_001634,2024-01-22 16:07:59,better_price_found,24.96,4
ret_000208,txn_0002559,cust_003734,2024-02-06 17:06:39,wrong_item,79.21,19
ret_000209,txn_0002560,cust_001634,2024-02-13 17:35:32,defective_product,293.06,26
ret_000210,txn_0002564,cust_001634,2024-02-03 17:54:21,no_longer_needed,160.56,16
ret_000211,txn_0002569,cust_008136,2024-01-23 18:58:29,not_as_described,35.58,5
ret_000212,txn_0002582,cust_000857,2024-02-04 20:21:54,not_as_described,36.85,17
ret_000213,txn_0002591,cust_005703,2024-01-22 21:03:06,better_price_found,547.29,4
ret_000214,txn_0002626,cust_002032,2024-01-29 08:14:25,not_as_described,34.4,10
ret_000215,txn_0002629,cust_001634,2024-02-12 08:58:33,defective_product,74.95,24
ret_000216,txn_0002630,cust_002032,2024-01-24 08:59:10,defective_product,45.65,5
ret_000217,txn_0002647,cust_001634,2024-02-03 11:11:37,defective_product,305.68,15
ret_000218,txn_0002663,cust_002032,2024-01-29 12:02:22,wrong_item,14.62,10
ret_000219,txn_0002667,cust_009835,2024-02-16 12:24:10,no_longer_needed,284.66,28
ret_000220,txn_0002669,cust_002032,2024-01-23 12:36:15,wrong_item,103.41,4
ret_000221,txn_0002673,cust_001634,2024-02-16 13:09:55,wrong_item,62.22,28
ret_000222,txn_0002676,cust_006730,2024-02-10 13:25:05,no_longer_needed,21.69,22
ret_000223,txn_0002686,cust_002032,2024-02-02 14:44:06,defective_product,61.09,14
ret_000224,txn_0002702,cust_003163,2024-01-28 16:36:04,too_large,35.2,9
ret_000225,txn_0002721,cust_007404,2024-01-25 19:50:22,better_price_found,620.08,6
ret_000226,txn_0002724,cust_002032,2024-02-14 20:24:45,arrived_late,77.81,26
ret_000227,txn_0002739,cust_001634,2024-02-15 22:21:29,not_as_described,141.58,27
ret_000228,txn_0002740,cust_007428,2024-02-10 22:31:01,duplicate_order,280.84,22
ret_000229,txn_0002742,cust_001634,2024-01-24 22:45:46,too_large,13.65,5
ret_000230,txn_0002753,cust_001648,2024-02-14 06:34:33,too_small,199.46,25
ret_000231,txn_0002756,cust_001634,2024-01-31 07:14:55,defective_product,19.84,11
ret_000232,txn_0002770,cust_002032,2024-02-14 09:04:45,wrong_item,17.87,25
ret_000233,txn_0002772,cust_002032,2024-02-07 09:21:02,too_large,46.04,18
ret_000234,txn_0002774,cust_002032,2024-02-08 09:41:27,better_price_found,27.98,19
ret_000235,txn_0002782,cust_009812,2024-02-01 10:14:47,defective_product,26.69,12
ret_000236,txn_0002786,cust_001634,2024-01-23 10:32:24,defective_product,48.45,3
ret_000237,txn_0002788,cust_009669,2024-02-13 10:35:07,changed_mind,447.47,24
ret_000238,txn_0002815,cust_007837,2024-01-30 12:36:39,no_longer_needed,83.26,10
ret_000239,txn_0002824,cust_001634,2024-02-15 13:47:03,arrived_late,12.77,26
ret_000240,txn_0002850,cust_001634,2024-02-09 16:26:39,no_longer_needed,24.95,20
ret_000241,txn_0002897,cust_001634,2024-01-23 21:18:31,defective_product,96.9,3
ret_000242,txn_0002910,cust_001634,2024-02-12 23:04:03,too_small,37.11,23
ret_000243,txn_0002919,cust_005173,2024-02-19 06:50:32,too_large,34.27,29
ret_000244,txn_0002947,cust_001634,2024-01-27 10:40:11,too_large,16.26,6
ret_000245,txn_0002951,cust_001634,2024-02-15 11:12:48,wrong_item,129.96,25
ret_000246,txn_0002952,cust_002118,2024-02-15 11:45:49,arrived_late,46.42,25
ret_000247,txn_0002965,cust_001634,2024-02-13 13:10:51,not_as_described,66.27,23
ret_000248,txn_0002983,cust_006110,2024-01-29 15:06:41,defective_product,23.57,8
ret_000249,txn_0002984,cust_005453,2024-01-24 15:16:15,better_price_found,179.2,3
ret_000250,txn_0002990,cust_001634,2024-02-06 15:30:28,not_as_described,74.05,16
ret_000251,txn_0002995,cust_001634,2024-02-09 15:51:10,too_small,222.43,19
ret_000252,txn_0003000,cust_001634,2024-01-24 17:04:26,defective_product,73.06,3
ret_000253,txn_0003058,cust_008339,2024-01-28 23:14:45,too_small,89.39,7
ret_000254,txn_0003069,cust_005840,2024-02-15 08:27:11,better_price_found,204.27,24
ret_000255,txn_0003082,cust_001634,2024-02-14 10:48:19,better_price_found,83.27,23
ret_000256,txn_0003088,cust_001634,2024-01-29 11:33:45,not_as_described,40.04,7
ret_000257,txn_0003090,cust_000239,2024-01-30 11:48:48,defective_product,61.0,8
ret_000258,txn_0003097,cust_001634,2024-01-29 12:23:22,duplicate_order,34.15,7
ret_000259,txn_0003105,cust_008889,2024-02-05 12:42:04,too_large,54.61,14
ret_000260,txn_0003117,cust_001634,2024-02-13 14:20:56,duplicate_order,12.51,22
ret_000261,txn_0003139,cust_006800,2024-02-15 17:01:23,better_price_found,0.66,24
ret_000262,txn_0003152,cust_001634,2024-02-12 18:01:36,wrong_item,19.83,21
ret_000263,txn_0003159,cust_003002,2024-02-19 18:52:01,too_large,32.58,28
ret_000264,txn_0003162,cust_001976,2024-01-26 19:17:14,no_longer_needed,76.95,4
ret_000265,txn_0003203,cust_002118,2024-02-12 07:00:42,arrived_late,14.27,20
ret_000266,txn_0003208,cust_008491,2024-02-08 07:56:42,no_longer_needed,17.5,16
ret_000267,txn_0003220,cust_009460,2024-01-31 09:21:27,defective_product,35.53,8
ret_000268,txn_0003238,cust_002215,2024-02-11 10:42:00,arrived_late,111.58,19
ret_000269,txn_0003247,cust_004416,2024-01-31 11:20:56,too_small,36.0,8
ret_000270,txn_0003255,cust_001084,2024-01-31 12:16:50,arrived_late,25.61,8
ret_000271,txn_0003271,cust_007803,2024-01-28 13:26:52,too_small,387.99,5
ret_000272,txn_0003330,cust_006730,2024-02-10 19:02:02,better_price_found,125.06,18
ret_000273,txn_0003342,cust_005303,2024-02-05 20:40:07,arrived_late,41.98,13
ret_000274,txn_0003387,cust_003992,2024-01-31 11:17:46,wrong_item,82.29,7
ret_000275,txn_0003392,cust_009106,2024-02-09 11:30:02,defective_product,63.65,16
ret_000276,txn_0003394,cust_002032,2024-02-06 11:50:19,defective_product,92.74,13
ret_000277,txn_0003401,cust_007880,2024-02-14 12:47:07,too_small,32.59,21
ret_000278,txn_0003410,cust_001634,2024-02-20 13:23:43,no_longer_needed,191.59,27
ret_000279,txn_0003430,cust_001634,2024-02-06 15:15:06,no_longer_needed,153.81,13
ret_000280,txn_0003447,cust_005703,2024-02-09 17:04:36,too_large,40.25,16
ret_000281,txn_0003455,cust_006274,2024-02-08 18:05:09,wrong_item,88.28,15
ret_000282,txn_0003457,cust_001634,2024-02-22 18:09:20,duplicate_order,58.81,29
ret_000283,txn_0003465,cust_001334,2024-02-05 19:00:00,too_small,60.77,12
ret_000284,txn_0003466,cust_000857,2024-02-15 19:12:36,too_large,45.82,22
ret_000285,txn_0003477,cust_003002,2024-01-31 20:03:05,no_longer_needed,145.63,7
ret_000286,txn_0003483,cust_006325,2024-02-01 20:11:29,better_price_found,67.53,8
ret_000287,txn_0003501,cust_002032,2024-01-27 21:43:23,too_large,11.55,3
ret_000288,txn_0003504,cust_002032,2024-02-06 21:57:51,no_longer_needed,130.81,13
ret_000289,txn_0003513,cust_001634,2024-02-05 23:31:02,wrong_item,67.77,12
ret_000290,txn_0003524,cust_003002,2024-01-30 08:15:50,not_as_described,43.69,5
ret_000291,txn_0003532,cust_001634,2024-01-31 09:05:29,too_small,44.98,6
ret_000292,txn_0003539,cust_003193,2024-02-13 09:54:11,better_price_found,46.19,19
ret_000293,txn_0003540,cust_008327,2024-02-02 09:55:27,defective_product,25.06,8
ret_000294,txn_0003544,cust_001634,2024-02-17 10:15:48,better_price_found,94.41,23
ret_000295,txn_0003545,cust_008168,2024-02-09 10:16:53,not_as_described,39.17,15
ret_000296,txn_0003559,cust_001634,2024-01-28 11:34:57,arrived_late,29.29,3
ret_000297,txn_0003585,cust_001634,2024-02-14 14:37:28,no_longer_needed,27.11,20
ret_000298,txn_0003606,cust_001634,2024-02-11 18:02:40,too_large,32.64,17
ret_000299,txn_0003613,cust_004604,2024-02-04 18:41:31,duplicate_order,351.12,10
ret_000300,txn_0003617,cust_001634,2024-02-17 19:01:37,not_as_described,53.55,23
ret_000301,txn_0003627,cust_000261,2024-01-28 20:07:27,no_longer_needed,89.22,3
ret_000302,txn_0003636,cust_000857,2024-02-05 20:58:40,not_as_described,75.0,11
ret_000303,txn_0003643,cust_000857,2024-02-05 21:31:36,wrong_item,35.1,11
ret_000304,txn_0003650,cust_001634,2024-02-19 22:01:17,duplicate_order,89.94,25
ret_000305,txn_0003663,cust_001634,2024-02-20 05:44:09,no_longer_needed,51.7,25
ret_000306,txn_0003688,cust_001806,2024-02-11 10:01:13,arrived_late,36.37,16
ret_000307,txn_0003726,cust_003464,2024-02-10 12:47:51,wrong_item,1565.81,15
ret_000308,txn_0003734,cust_003370,2024-01-29 13:50:14,too_small,261.08,3
ret_000309,txn_0003740,cust_001634,2024-02-16 14:37:09,changed_mind,62.69,21
ret_000310,txn_0003747,cust_001547,2024-02-17 15:40:59,arrived_late,73.02,22
ret_000311,txn_0003755,cust_001634,2024-02-12 16:57:13,better_price_found,25.99,17
ret_000312,txn_0003811,cust_009579,2024-02-11 21:08:44,better_price_found,31.4,16
ret_000313,txn_0003815,cust_003474,2024-02-07 21:18:45,defective_product,70.71,12
ret_000314,txn_0003844,cust_001088,2024-02-11 08:15:07,better_price_found,29.64,15
ret_000315,txn_0003848,cust_001634,2024-02-06 09:36:35,duplicate_order,64.45,10
ret_000316,txn_0003849,cust_002032,2024-02-22 09:43:32,changed_mind,27.18,26
ret_000317,txn_0003890,cust_001634,2024-02-19 13:41:49,duplicate_order,19.26,23
